Week 1
Jets,Titans,2
Vikings,Patriots,2
49ers,Seahawks,2
Chargers,Steelers,1
Redskins,Eagles,2

Week 14
Jaguars,Titans,2
Eagles,Cowboys,2
Jets,Bills,1
Panthers,Browns,2
Falcons,Packers,2
Colts,Texans,1
Ravens,Chiefs,2
Patriots,Dolphins,2
Saints,Buccaneers,1
Giants,Redskins,1
Bengals,Chargers,2
Broncos,49ers,2
Lions,Cardinals,1
Steelers,Raiders,2
Rams,Bears,2
Vikings,Seahawks,2

Week 15
Chargers,Chiefs,1
Texans,Jets,1
Browns,Broncos,1
Eagles,Rams,1
Cardinals,Falcons,2
Buccaneers,Ravens,2
Lions,Bills,2
Packers,Bears,2
Raiders,Bengals,2
Cowboys,Colts,2
Redskins,Jaguars,1
Dolphins,Vikings,2
Titans,Giants,1
Seahawks,49ers,2
Patriots,Steelers,2
Saints,Panthers,1

Week 16
Redskins,Titans,2
Ravens,Chargers,1
Texans,Eagles,2
Falcons,Panthers,1
Bengals,Browns,2
Buccaneers,Cowboys,2
Vikings,Lions,1
Giants,Colts,2
Jaguars,Dolphins,1
Bills,Patriots,2
Packers,Jets,1
Rams,Cardinals,1
Bears,49ers,1
Steelers,Saints,2
Chiefs,Seahawks,2
Broncos,Raiders,2

Week 17
